anio_epi,semana_epi,departamento,casos_confirmados,casos_probables,casos_total,t2m_max_sem,t2m_min_sem,t2m_prom_sem,precip_total,precip_dias_lluvia,humedad_prom,viento_prom,t2m_prom_sem_lag1,t2m_prom_sem_lag2,t2m_prom_sem_lag3,t2m_prom_sem_lag4,precip_total_lag1,precip_total_lag2,precip_total_lag3,precip_total_lag4,humedad_prom_lag1,humedad_prom_lag2,humedad_prom_lag3,humedad_prom_lag4,t2m_max_sem_lag1,t2m_max_sem_lag2,t2m_max_sem_lag3,t2m_max_sem_lag4,amplitud_termica,grados_dia,en_rango_optimo,temp_bajo_letal_frio,temp_sobre_estres_calor,dist_temp_optima,semana_lluviosa,estacion_lluviosa,semana_sin,semana_cos,casos_total_lag1,casos_total_lag2,casos_total_lag3,casos_total_lag4,casos_tendencia,casos_promedio_4sem
2015,14,Ahuachapan,0.0,,0,34.4,21.1,27.044285714285717,0.8300000000000001,3,58.26714285714286,3.838571428571429,26.25857142857143,25.860000000000003,25.40857142857143,25.96142857142857,5.62,11.419999999999998,0.65,0.38,64.43714285714286,66.08428571428571,59.52285714285715,58.932857142857145,33.88,33.64,33.11,34.78,13.299999999999995,17.044285714285714,1,0,0,0.0442857142857135,0,0,0.992708874098054,-0.1205366802553228,0.0,1.0,1.0,0.0,-1.0,0.5
2015,15,Ahuachapan,1.0,,1,34.03,22.45,26.75857142857143,15.14,7,68.37857142857142,2.117142857142857,27.044285714285717,26.25857142857143,25.860000000000003,25.40857142857143,0.8300000000000001,5.62,11.419999999999998,0.65,58.26714285714286,64.43714285714286,66.08428571428571,59.52285714285715,34.4,33.88,33.64,33.11,11.580000000000002,16.75857142857143,1,0,0,0.2414285714285711,1,0,0.970941817426052,-0.2393156642875575,0.0,0.0,1.0,1.0,0.0,0.5
2015,16,Ahuachapan,0.0,,0,34.84,22.48,27.51,4.0,7,67.43285714285715,2.018571428571428,26.75857142857143,27.044285714285717,26.25857142857143,25.860000000000003,15.14,0.8300000000000001,5.62,11.419999999999998,68.37857142857142,58.26714285714286,64.43714285714286,66.08428571428571,34.03,34.4,33.88,33.64,12.360000000000005,17.509999999999998,1,0,0,0.509999999999998,0,0,0.9350162426854148,-0.3546048870425354,1.0,0.0,0.0,1.0,1.0,0.5
2015,17,Ahuachapan,0.0,,0,33.98,21.790000000000003,26.892857142857142,34.129999999999995,5,70.42142857142856,2.337142857142857,27.51,26.75857142857143,27.044285714285717,26.25857142857143,4.0,15.14,0.8300000000000001,5.62,67.43285714285715,68.37857142857142,58.26714285714286,64.43714285714286,34.84,34.03,34.4,33.88,12.189999999999994,16.892857142857142,1,0,0,0.1071428571428576,1,0,0.8854560256532099,-0.4647231720437685,0.0,1.0,0.0,0.0,-1.0,0.25
2015,18,Ahuachapan,0.0,,0,34.24,21.36,27.05857142857143,6.42,6,64.14571428571428,2.395714285714285,26.892857142857142,27.51,26.75857142857143,27.044285714285717,34.129999999999995,4.0,15.14,0.8300000000000001,70.42142857142856,67.43285714285715,68.37857142857142,58.26714285714286,33.98,34.84,34.03,34.4,12.880000000000004,17.05857142857143,1,0,0,0.0585714285714296,0,1,0.8229838658936565,-0.5680647467311557,0.0,0.0,1.0,0.0,0.0,0.25
2015,19,Ahuachapan,1.0,,1,35.19,23.03,27.77,32.96,7,62.70285714285715,2.2271428571428573,27.05857142857143,26.892857142857142,27.51,26.75857142857143,6.42,34.129999999999995,4.0,15.14,64.14571428571428,70.42142857142856,67.43285714285715,68.37857142857142,34.24,33.98,34.84,34.03,12.159999999999997,17.77,1,0,1,0.7699999999999996,1,1,0.7485107481711013,-0.663122658240795,0.0,0.0,0.0,1.0,0.0,0.25
2015,20,Ahuachapan,1.0,,1,33.15,22.49,26.34142857142857,50.61,7,71.08285714285714,1.61,27.77,27.05857142857143,26.892857142857142,27.51,32.96,6.42,34.129999999999995,4.0,62.70285714285715,64.14571428571428,70.42142857142856,67.43285714285715,35.19,34.24,33.98,34.84,10.66,16.34142857142857,1,0,0,0.658571428571431,1,1,0.6631226582407952,-0.7485107481711012,1.0,0.0,0.0,0.0,1.0,0.25
2015,21,Ahuachapan,0.0,,0,31.899999999999995,21.43,25.874285714285715,46.48,7,72.92285714285714,1.812857142857143,26.34142857142857,27.77,27.05857142857143,26.892857142857142,50.61,32.96,6.42,34.129999999999995,71.08285714285714,62.70285714285715,64.14571428571428,70.42142857142856,33.15,35.19,34.24,33.98,10.47,15.874285714285715,1,0,0,1.1257142857142846,1,1,0.5680647467311558,-0.8229838658936564,1.0,1.0,0.0,0.0,0.0,0.5
2015,22,Ahuachapan,4.0,,4,31.899999999999995,22.36,25.821428571428573,69.88,7,76.83,1.5957142857142856,25.874285714285715,26.34142857142857,27.77,27.05857142857143,46.48,50.61,32.96,6.42,72.92285714285714,71.08285714285714,62.70285714285715,64.14571428571428,31.899999999999995,33.15,35.19,34.24,9.539999999999996,15.821428571428571,1,0,0,1.178571428571427,1,1,0.464723172043769,-0.8854560256532096,0.0,1.0,1.0,0.0,-1.0,0.5
2015,23,Ahuachapan,4.0,,4,28.540000000000003,21.21,23.794285714285717,107.39,7,85.29857142857144,1.7014285714285715,25.821428571428573,25.874285714285715,26.34142857142857,27.77,69.88,46.48,50.61,32.96,76.83,72.92285714285714,71.08285714285714,62.70285714285715,31.899999999999995,31.899999999999995,33.15,35.19,7.330000000000002,13.794285714285714,1,0,0,3.2057142857142864,1,1,0.3546048870425358,-0.9350162426854148,4.0,0.0,1.0,1.0,4.0,1.5
2015,24,Ahuachapan,2.0,,2,30.02,21.52,25.462857142857143,29.46,6,80.23428571428572,2.151428571428572,23.794285714285717,25.821428571428573,25.874285714285715,26.34142857142857,107.39,69.88,46.48,50.61,85.29857142857144,76.83,72.92285714285714,71.08285714285714,28.540000000000003,31.899999999999995,31.899999999999995,33.15,8.5,15.462857142857144,1,0,0,1.5371428571428574,1,1,0.2393156642875576,-0.970941817426052,4.0,4.0,0.0,1.0,0.0,2.25
2015,25,Ahuachapan,2.0,,2,31.33,21.03,25.852857142857143,2.68,3,74.86285714285714,3.684285714285714,25.462857142857143,23.794285714285717,25.821428571428573,25.874285714285715,29.46,107.39,69.88,46.48,80.23428571428572,85.29857142857144,76.83,72.92285714285714,30.02,28.540000000000003,31.899999999999995,31.899999999999995,10.299999999999995,15.852857142857143,1,0,0,1.1471428571428568,0,1,0.120536680255323,-0.992708874098054,2.0,4.0,4.0,0.0,-2.0,2.5
2015,26,Ahuachapan,5.0,,5,31.55,21.600000000000005,26.162857142857145,1.09,2,73.10571428571428,2.487142857142857,25.852857142857143,25.462857142857143,23.794285714285717,25.821428571428573,2.68,29.46,107.39,69.88,74.86285714285714,80.23428571428572,85.29857142857144,76.83,31.33,30.02,28.540000000000003,31.899999999999995,9.949999999999996,16.162857142857142,1,0,0,0.8371428571428581,0,1,-3.216245299353273e-16,-1.0,2.0,2.0,4.0,4.0,0.0,3.0
2015,27,Ahuachapan,4.0,,4,30.87,21.86,25.39428571428571,19.17,7,75.48714285714286,2.205714285714285,26.162857142857145,25.852857142857143,25.462857142857143,23.794285714285717,1.09,2.68,29.46,107.39,73.10571428571428,74.86285714285714,80.23428571428572,85.29857142857144,31.55,31.33,30.02,28.540000000000003,9.010000000000002,15.394285714285711,1,0,0,1.6057142857142883,1,1,-0.1205366802553228,-0.992708874098054,5.0,2.0,2.0,4.0,3.0,3.25
2015,28,Ahuachapan,5.0,,5,31.33,21.09,25.18857142857143,32.53,7,77.25,1.6242857142857143,25.39428571428571,26.162857142857145,25.852857142857143,25.462857142857143,19.17,1.09,2.68,29.46,75.48714285714286,73.10571428571428,74.86285714285714,80.23428571428572,30.87,31.55,31.33,30.02,10.239999999999998,15.188571428571429,1,0,0,1.8114285714285716,1,1,-0.2393156642875574,-0.970941817426052,4.0,5.0,2.0,2.0,-1.0,3.25
2015,29,Ahuachapan,9.0,,9,31.17,21.26,25.15285714285714,51.870000000000005,7,80.2,1.68,25.18857142857143,25.39428571428571,26.162857142857145,25.852857142857143,32.53,19.17,1.09,2.68,77.25,75.48714285714286,73.10571428571428,74.86285714285714,31.33,30.87,31.55,31.33,9.91,15.15285714285714,1,0,0,1.84714285714286,1,1,-0.3546048870425356,-0.9350162426854148,5.0,4.0,5.0,2.0,1.0,4.0
2015,31,Ahuachapan,21.0,,21,32.29,21.94,26.58428571428572,8.9,6,72.03428571428572,2.3228571428571425,25.91142857142857,25.15285714285714,25.18857142857143,25.39428571428571,17.8,51.870000000000005,32.53,19.17,74.05142857142857,80.2,77.25,75.48714285714286,31.61,31.17,31.33,30.87,10.349999999999998,16.584285714285716,1,0,0,0.4157142857142837,0,1,-0.5680647467311556,-0.8229838658936566,9.0,5.0,4.0,5.0,4.0,5.75
2015,33,Ahuachapan,16.0,,16,32.01,22.040000000000003,26.42,14.25,7,73.9542857142857,1.6257142857142857,25.78428571428572,26.58428571428572,25.91142857142857,25.15285714285714,47.56,8.9,17.8,51.870000000000005,74.57142857142857,72.03428571428572,74.05142857142857,80.2,32.24,32.29,31.61,31.17,9.969999999999995,16.419999999999998,1,0,0,0.5800000000000018,1,1,-0.7485107481711011,-0.6631226582407952,21.0,9.0,5.0,4.0,12.0,9.75
2015,34,Ahuachapan,15.0,,15,33.17,21.52,25.91,43.43,7,74.37571428571428,1.9985714285714289,26.42,25.78428571428572,26.58428571428572,25.91142857142857,14.25,47.56,8.9,17.8,73.9542857142857,74.57142857142857,72.03428571428572,74.05142857142857,32.01,32.24,32.29,31.61,11.650000000000002,15.91,1,0,0,1.09,1,1,-0.8229838658936564,-0.5680647467311559,16.0,21.0,9.0,5.0,-5.0,12.75
