anio_epi,semana_epi,calendar_start_date,calendar_end_date,casos_dengue,t2m_max_sem,t2m_min_sem,t2m_prom_sem,precip_total,precip_dias_lluvia,humedad_prom,viento_prom,amplitud_termica,grados_dia,en_rango_optimo,dist_temp_optima,semana_lluviosa,estacion_lluviosa,semana_sin,semana_cos,t2m_prom_sem_lag1,t2m_prom_sem_lag2,t2m_prom_sem_lag3,t2m_prom_sem_lag4,precip_total_lag1,precip_total_lag2,precip_total_lag3,precip_total_lag4,humedad_prom_lag1,humedad_prom_lag2,humedad_prom_lag3,humedad_prom_lag4,casos_dengue_lag1,casos_dengue_lag2,casos_dengue_lag3,casos_dengue_lag4,casos_tendencia,casos_promedio_4sem
2022,52,2022-12-25,2022-12-31,91,28.516904761904765,20.370892857142856,24.021666666666665,0.7320833333333333,2.375,75.18708333333333,3.0655952380952383,8.14601190476191,14.021666666666665,1,2.9783333333333353,0,0,6.432490598706546e-16,1.0,24.317916666666665,24.23684523809524,23.828928571428573,24.83125,0.2258333333333333,0.0954166666666666,1.5591666666666668,161.93791666666667,76.48488095238095,76.23845238095238,77.55845238095237,80.93190476190476,0.0,50.0,76.0,66.0,-50.0,48.0
2023,1,2023-01-01,2023-01-07,61,29.605952380952377,21.042857142857144,24.92517857142857,6.810833333333334,2.1666666666666665,73.59583333333333,2.0931547619047617,8.563095238095233,14.925178571428571,1,2.074821428571429,0,0,0.12053668025532305,0.992708874098054,24.021666666666665,24.317916666666665,24.23684523809524,23.828928571428573,0.7320833333333333,0.2258333333333333,0.0954166666666666,1.5591666666666668,75.18708333333333,76.48488095238095,76.23845238095238,77.55845238095237,91.0,0.0,50.0,76.0,91.0,54.25
2023,2,2023-01-08,2023-01-14,69,28.921011904761908,21.049702380952382,24.60494047619048,86.82,5.583333333333333,74.39244047619049,2.932916666666667,7.871309523809526,14.604940476190482,1,2.3950595238095183,1,0,0.23931566428755774,0.970941817426052,24.92517857142857,24.021666666666665,24.317916666666665,24.23684523809524,6.810833333333334,0.7320833333333333,0.2258333333333333,0.0954166666666666,73.59583333333333,75.18708333333333,76.48488095238095,76.23845238095238,61.0,91.0,0.0,50.0,-30.0,50.5
2023,3,2023-01-15,2023-01-21,79,28.954166666666666,19.92559523809524,23.988690476190477,0.0,0.0,72.5822619047619,1.8758333333333332,9.028571428571425,13.988690476190477,1,3.0113095238095227,0,0,0.3546048870425356,0.9350162426854148,24.60494047619048,24.92517857142857,24.021666666666665,24.317916666666665,86.82,6.810833333333334,0.7320833333333333,0.2258333333333333,74.39244047619049,73.59583333333333,75.18708333333333,76.48488095238095,69.0,61.0,91.0,0.0,8.0,55.25
2023,4,2023-01-22,2023-01-28,83,30.263452380952383,20.931607142857143,25.15863095238095,0.2820833333333333,1.0416666666666667,68.09720238095238,2.681488095238095,9.33184523809524,15.15863095238095,1,1.8413690476190503,0,0,0.4647231720437685,0.8854560256532099,23.988690476190477,24.60494047619048,24.92517857142857,24.021666666666665,0.0,86.82,6.810833333333334,0.7320833333333333,72.5822619047619,74.39244047619049,73.59583333333333,75.18708333333333,79.0,69.0,61.0,91.0,10.0,75.0
2023,5,2023-01-29,2023-02-04,89,30.872261904761903,20.69297619047619,25.44982142857143,0.0775,0.3333333333333333,66.91660714285715,2.974047619047619,10.179285714285712,15.449821428571429,1,1.550178571428571,0,0,0.5680647467311558,0.8229838658936564,25.15863095238095,23.988690476190477,24.60494047619048,24.92517857142857,0.2820833333333333,0.0,86.82,6.810833333333334,68.09720238095238,72.5822619047619,74.39244047619049,73.59583333333333,83.0,79.0,69.0,61.0,4.0,73.0
2023,6,2023-02-05,2023-02-11,87,31.496666666666663,21.47815476190476,26.060357142857143,0.1208333333333333,0.2916666666666667,65.62755952380952,2.874107142857143,10.018511904761901,16.060357142857143,1,0.9396428571428572,0,0,0.6631226582407952,0.7485107481711011,25.44982142857143,25.15863095238095,23.988690476190477,24.60494047619048,0.0775,0.2820833333333333,0.0,86.82,66.91660714285715,68.09720238095238,72.5822619047619,74.39244047619049,89.0,83.0,79.0,69.0,6.0,80.0
2023,7,2023-02-12,2023-02-18,98,31.38863095238095,21.359821428571426,25.880476190476188,0.44125,1.0833333333333333,64.97005952380952,3.326190476190476,10.028809523809525,15.880476190476188,1,1.1195238095238125,0,0,0.7485107481711011,0.6631226582407953,26.060357142857143,25.44982142857143,25.15863095238095,23.988690476190477,0.1208333333333333,0.0775,0.2820833333333333,0.0,65.62755952380952,66.91660714285715,68.09720238095238,72.5822619047619,87.0,89.0,83.0,79.0,-2.0,84.5
2023,8,2023-02-19,2023-02-25,94,32.09357142857143,21.706190476190475,26.428809523809523,0.0820833333333333,0.2916666666666667,61.67678571428571,2.910119047619048,10.387380952380955,16.428809523809523,1,0.5711904761904769,0,0,0.8229838658936564,0.5680647467311559,25.880476190476188,26.060357142857143,25.44982142857143,25.15863095238095,0.44125,0.1208333333333333,0.0775,0.2820833333333333,64.97005952380952,65.62755952380952,66.91660714285715,68.09720238095238,98.0,87.0,89.0,83.0,11.0,89.25
2023,9,2023-02-26,2023-03-04,70,31.99589285714286,22.057380952380957,26.37761904761905,0.0,0.0,67.32589285714286,2.1101785714285715,9.938511904761903,16.37761904761905,1,0.6223809523809507,0,0,0.8854560256532099,0.4647231720437686,26.428809523809523,25.880476190476188,26.060357142857143,25.44982142857143,0.0820833333333333,0.44125,0.1208333333333333,0.0775,61.67678571428571,64.97005952380952,65.62755952380952,66.91660714285715,94.0,98.0,87.0,89.0,-4.0,92.0
